Date,Open,High,Low,Close,Adj Close,Volume
2020-09-03,88.599998,88.980003,85.690002,86.480003,84.247231,11036600
2020-09-04,87.089996,87.779999,85.309998,86.269997,84.042648,10349400
2020-09-08,85.269997,87.580002,84.769997,85.410004,83.204857,11083100
2020-09-09,85.930000,86.830002,84.459999,85.860001,83.643234,6928700
2020-09-10,85.800003,87.070000,84.529999,84.879997,82.688538,7552000
2020-09-11,84.949997,85.849998,84.150002,85.269997,83.068459,7103300
2020-09-14,85.750000,87.059998,85.639999,86.629997,84.393356,5535800
2020-09-15,87.180000,88.250000,87.169998,87.709999,85.445473,8361900
2020-09-16,88.000000,89.430000,87.750000,88.379997,86.098167,7146400
2020-09-17,87.050003,87.320000,85.360001,86.750000,84.510262,7386600
2020-09-18,86.809998,87.239998,84.599998,84.949997,82.756729,10113400
2020-09-21,82.860001,83.949997,81.750000,83.889999,81.724091,7188800
2020-09-22,84.050003,84.389999,83.180000,83.949997,81.782555,4465000
2020-09-23,84.379997,84.900002,82.820000,82.989998,80.847328,6414700
2020-09-24,82.629997,84.139999,81.919998,83.040001,80.896057,4881500
2020-09-25,82.529999,84.690002,82.220001,84.300003,82.123520,5981500
2020-09-28,85.519997,86.239998,84.989998,86.070000,83.847816,5976200
2020-09-29,86.250000,86.250000,84.629997,84.800003,82.610596,4064000
2020-09-30,86.629997,87.160004,85.470001,85.919998,83.701691,10134400
2020-10-01,87.040001,87.449997,86.199997,86.739998,84.500511,7241200
2020-10-02,85.150002,87.129997,85.089996,86.570000,84.334900,5602300
2020-10-05,87.269997,88.680000,87.199997,88.470001,86.185852,7004800
2020-10-06,88.650002,89.279999,86.800003,87.010002,84.763550,7951100
2020-10-07,87.820000,88.980003,87.440002,88.449997,86.166367,5179300
2020-10-08,88.459999,89.610001,88.410004,89.529999,87.218483,4958800
2020-10-09,89.800003,90.330002,89.580002,90.010002,87.686096,6197700
2020-10-12,90.459999,91.099998,89.930000,90.779999,88.436211,5909100
2020-10-13,90.580002,90.849998,89.769997,90.160004,87.832222,5732000
2020-10-14,90.169998,90.599998,88.559998,89.309998,87.004158,4760700
2020-10-15,88.160004,88.870003,87.669998,88.830002,86.536560,5002200
2020-10-16,89.389999,89.629997,88.440002,88.519997,86.234566,4721300
2020-10-19,88.699997,89.570000,87.360001,87.599998,85.338318,5426600
2020-10-20,88.680000,89.720001,88.040001,88.510002,86.224815,4939700
2020-10-21,88.379997,89.160004,88.190002,88.269997,85.991013,4119200
2020-10-22,88.019997,89.379997,87.699997,89.360001,87.052864,4257800
2020-10-23,89.800003,90.959999,89.440002,90.800003,88.455696,7811500
2020-10-26,90.029999,91.129997,88.650002,89.660004,87.345131,7756400
2020-10-27,89.480003,90.349998,89.169998,90.050003,87.725060,8027500
2020-10-28,88.650002,88.949997,86.610001,87.169998,84.919411,12738800
2020-10-29,87.169998,89.110001,86.610001,88.300003,86.020248,8440000
2020-10-30,87.750000,88.389999,85.629997,86.959999,84.714844,11400700
2020-11-02,87.540001,87.769997,85.449997,85.970001,83.750397,8904900
2020-11-03,86.779999,89.059998,86.180000,88.389999,86.107918,6910400
2020-11-04,88.900002,91.290001,88.739998,89.790001,87.471764,10509400
2020-11-05,90.690002,91.160004,89.900002,90.620003,88.280350,6169700
2020-11-06,90.150002,91.199997,89.779999,90.650002,88.309570,6626100
2020-11-09,97.320000,97.650002,95.639999,95.879997,93.404526,16225800
2020-11-10,93.739998,95.269997,93.139999,93.919998,91.926582,10474700
2020-11-11,94.110001,95.830002,94.019997,95.040001,93.022812,8296500
2020-11-12,94.660004,94.760002,92.660004,93.529999,91.544868,7058400
2020-11-13,94.379997,95.589996,93.699997,95.559998,93.531769,5516100
2020-11-16,96.790001,97.809998,96.019997,97.779999,95.704666,9371300
2020-11-17,97.209999,98.779999,96.809998,98.599998,96.507263,8722300
2020-11-18,98.629997,99.330002,97.910004,97.910004,95.831902,6039500
2020-11-19,97.239998,97.919998,96.860001,97.760002,95.685089,4252300
2020-11-20,97.419998,97.540001,96.949997,97.010002,94.951012,4609700
2020-11-23,97.620003,97.860001,96.419998,96.879997,94.823761,4803200
2020-11-24,97.510002,98.720001,97.400002,98.300003,96.213631,6319900
2020-11-25,98.500000,98.540001,97.940002,98.199997,96.115746,4027100
2020-11-27,98.480003,98.980003,98.279999,98.660004,96.565994,2169700
2020-11-30,98.199997,98.290001,96.959999,98.019997,95.939560,5197300
2020-12-01,99.000000,99.260002,98.250000,98.820000,96.722588,4970000
2020-12-02,98.510002,99.040001,98.209999,98.910004,96.810684,3377900
2020-12-03,99.019997,101.000000,98.970001,100.110001,97.985207,6264100
2020-12-04,101.349998,102.940002,101.070000,102.279999,100.109154,6952700
2020-12-07,102.010002,102.220001,100.690002,101.410004,99.257622,4514800
2020-12-08,100.370003,101.570000,100.010002,101.209999,99.061859,3911300
2020-12-09,101.940002,102.209999,100.099998,100.400002,98.269051,6629900
2020-12-10,103.510002,106.089996,102.750000,105.389999,103.153145,12939200
2020-12-11,104.410004,104.779999,102.330002,103.000000,100.813873,6262600
2020-12-14,103.830002,104.709999,103.250000,103.320000,101.127075,5156200
2020-12-15,104.239998,104.860001,103.779999,104.180000,101.968826,5195200
2020-12-16,104.099998,104.800003,102.720001,103.269997,101.078140,6409300
2020-12-17,103.550003,104.040001,102.610001,103.209999,101.019409,4535700
2020-12-18,103.330002,104.110001,102.949997,103.279999,101.087929,10215000
2020-12-21,101.220001,103.150002,100.019997,102.940002,100.755157,7175900
2020-12-22,102.120003,103.169998,101.889999,102.410004,100.236389,4302700
2020-12-23,102.290001,102.690002,101.970001,102.059998,99.893829,3817300
2020-12-24,102.300003,102.360001,101.680000,102.010002,99.844887,1949200
2020-12-28,102.919998,104.379997,102.309998,104.339996,102.125420,5055200
2020-12-29,104.889999,105.779999,104.470001,105.629997,103.388039,4780900
2020-12-30,105.989998,106.620003,105.779999,105.970001,103.720833,3654100
2020-12-31,106.000000,107.139999,105.620003,106.980003,104.709404,3566300
2021-01-04,107.660004,107.750000,102.139999,103.099998,100.911751,8041500
2021-01-05,102.919998,104.260002,102.800003,103.440002,101.244545,5721900
2021-01-06,102.989998,105.209999,102.910004,104.190002,101.978607,5017200
2021-01-07,104.489998,104.639999,102.949997,103.349998,101.156441,5057000
2021-01-08,103.860001,105.760002,103.419998,105.669998,103.427200,5869700
2021-01-11,105.099998,105.639999,104.269997,104.599998,102.379913,4257400
2021-01-12,104.010002,104.320000,102.309998,102.820000,100.637688,4332600
2021-01-13,102.320000,103.379997,101.489998,102.889999,100.706200,4804500
2021-01-14,103.800003,104.190002,101.709999,101.820000,99.658913,4528300
2021-01-15,101.379997,102.690002,101.209999,102.330002,100.158089,5522900
2021-01-19,102.800003,103.599998,101.339996,102.540001,100.363640,6519600
2021-01-20,102.410004,105.849998,102.199997,105.459999,103.221664,5844300
2021-01-21,105.459999,105.489998,104.449997,104.580002,102.360336,5731500
2021-01-22,104.160004,104.470001,103.059998,103.910004,101.704567,5231600
2021-01-25,103.750000,103.949997,102.169998,103.449997,101.254318,5009000
2021-01-26,103.400002,105.209999,103.239998,104.690002,102.468002,7195300
2021-01-27,101.480003,101.779999,96.730003,97.870003,95.792763,18139500
2021-01-28,98.940002,100.529999,98.099998,98.150002,96.066811,8868200
2021-01-29,97.389999,97.790001,95.919998,96.809998,94.755257,8203000
2021-02-01,96.989998,99.620003,96.919998,98.580002,96.487686,7206300
2021-02-02,99.050003,102.480003,98.779999,101.650002,99.492531,6917700
2021-02-03,101.250000,102.650002,100.809998,101.019997,98.875900,3934800
2021-02-04,101.360001,104.239998,101.110001,103.639999,101.440285,6926800
2021-02-05,105.089996,107.540001,104.779999,106.480003,104.220016,8072100
2021-02-08,106.419998,106.529999,105.339996,106.260002,104.004677,4836600
2021-02-09,106.000000,106.830002,105.220001,106.220001,103.965530,4095200
2021-02-10,106.779999,106.900002,104.930000,105.870003,103.622955,4293200
2021-02-11,106.120003,106.230003,105.029999,105.860001,103.613174,2976000
2021-02-12,105.739998,105.940002,104.720001,105.300003,103.065056,3169800
2021-02-16,104.879997,106.589996,104.699997,106.150002,103.897011,4928100
2021-02-17,105.110001,105.459999,104.150002,104.440002,102.658501,5733800
2021-02-18,103.779999,105.339996,103.410004,104.970001,103.179466,4098700
2021-02-19,104.750000,105.279999,103.220001,103.370003,101.606750,4128900
2021-02-22,102.989998,102.989998,101.750000,101.809998,100.073364,5211800
2021-02-23,103.339996,103.339996,99.930000,101.370003,99.640869,8740300
2021-02-24,101.160004,104.510002,100.599998,104.379997,102.599518,7542700
2021-02-25,104.000000,105.769997,103.110001,103.470001,101.705055,7534000
2021-02-26,104.150002,109.480003,103.680000,108.029999,106.187263,15122900
2021-03-01,108.599998,110.470001,106.540001,106.870003,105.047058,7930300
2021-03-02,107.309998,108.250000,105.820000,107.199997,105.371422,5016800
2021-03-03,106.940002,107.959999,106.120003,106.220001,104.408134,5313400
2021-03-04,106.260002,107.169998,103.849998,104.889999,103.100830,7211800
2021-03-05,106.059998,106.059998,102.750000,105.199997,103.405533,5559900
2021-03-08,104.800003,106.889999,104.230003,105.029999,103.238441,5119500
2021-03-09,106.279999,107.970001,105.830002,106.550003,104.732521,5510900
2021-03-10,107.220001,109.070000,106.959999,107.779999,105.941528,6077000
2021-03-11,108.410004,108.570000,107.260002,107.320000,105.489372,4670700
2021-03-12,107.419998,107.989998,106.580002,107.809998,105.971016,3356000
2021-03-15,107.889999,108.949997,107.059998,108.900002,107.042427,7107300
2021-03-16,110.570000,112.339996,109.889999,111.339996,109.440804,11376200
2021-03-17,111.309998,111.459999,108.930000,110.459999,108.575806,10128400
2021-03-18,109.279999,110.269997,107.500000,107.620003,105.784264,7813400
2021-03-19,108.349998,108.849998,105.830002,106.339996,104.526093,21452000
2021-03-22,106.400002,108.419998,106.000000,107.570000,105.735115,7605100
2021-03-23,107.739998,107.949997,105.669998,106.250000,104.437622,5657800
2021-03-24,106.629997,107.279999,104.940002,104.970001,103.179466,5731300
2021-03-25,105.010002,107.699997,104.059998,107.349998,105.518860,8149000
2021-03-26,107.250000,110.000000,107.180000,109.900002,108.025368,6167600
2021-03-29,109.010002,110.250000,106.589996,109.129997,107.268501,5167100
2021-03-30,108.419998,110.449997,108.279999,110.269997,108.389053,4552900
2021-03-31,110.330002,111.620003,109.190002,109.269997,107.406113,6478400
2021-04-01,110.059998,110.059998,108.199997,109.379997,107.514236,5793000
2021-04-05,109.910004,111.349998,109.870003,111.019997,109.126259,6913100
2021-04-06,111.379997,113.820000,111.099998,113.150002,111.219933,6745200
2021-04-07,112.910004,113.760002,112.650002,113.190002,111.259254,5629600
2021-04-08,113.650002,113.959999,112.680000,113.040001,111.111816,5011300
2021-04-09,112.910004,113.269997,111.970001,113.180000,111.249428,4114300
2021-04-12,113.019997,113.889999,112.769997,113.809998,111.868675,4707800
2021-04-13,113.779999,115.599998,113.680000,115.360001,113.392235,4607400
2021-04-14,115.220001,116.239998,114.720001,115.160004,113.195656,3994600
2021-04-15,115.099998,116.889999,114.779999,116.660004,114.670059,5079100
2021-04-16,117.820000,118.500000,116.940002,118.339996,116.321396,5777900
2021-04-19,118.169998,118.980003,117.040001,117.599998,115.594025,4889700
2021-04-20,116.959999,117.260002,115.349998,116.269997,114.286713,5662400
2021-04-21,116.089996,117.260002,115.860001,116.739998,114.748695,4397400
2021-04-22,116.870003,116.879997,115.230003,115.919998,113.942688,5744900
2021-04-23,116.019997,117.980003,115.839996,117.559998,115.554710,4555800
2021-04-26,116.949997,117.250000,115.059998,115.919998,113.942688,5924900
2021-04-27,115.669998,116.389999,115.269997,116.150002,114.168755,7260900
2021-04-28,113.440002,114.150002,111.610001,112.400002,110.482727,14793500
2021-04-29,113.209999,115.150002,112.760002,114.629997,112.674690,8936600
2021-04-30,114.000000,114.949997,113.489998,114.489998,112.537079,6478700
2021-05-03,115.180000,116.739998,115.129997,115.720001,113.746094,5049800
2021-05-04,115.150002,115.400002,113.540001,114.110001,112.163551,6265100
2021-05-05,114.209999,114.879997,113.160004,113.480003,111.544304,4677700
2021-05-06,113.650002,114.809998,113.099998,114.739998,112.782814,4113300
2021-05-07,115.110001,115.839996,114.239998,114.339996,112.389633,4867500
2021-05-10,114.570000,116.089996,114.209999,114.300003,112.350311,5759500
2021-05-11,113.320000,113.690002,112.169998,113.550003,111.613113,7775400
2021-05-12,111.870003,112.389999,109.559998,109.790001,108.346626,7965300
2021-05-13,110.160004,111.180000,109.160004,110.489998,109.037415,7999400
2021-05-14,111.010002,111.589996,110.250000,111.199997,109.738083,6836300
2021-05-17,111.220001,111.269997,109.830002,110.980003,109.520981,4521200
2021-05-18,111.370003,112.209999,111.010002,111.070000,109.609795,5177300
2021-05-19,109.599998,109.940002,108.879997,109.669998,108.228203,5997400
2021-05-20,109.980003,111.690002,109.870003,111.410004,109.945328,5345500
2021-05-21,111.629997,112.220001,110.570000,110.919998,109.461769,5146500
2021-05-24,111.800003,113.029999,111.519997,112.519997,111.040726,5476100
2021-05-25,112.919998,113.150002,112.180000,112.629997,111.149284,5391800
2021-05-26,113.300003,113.870003,112.629997,112.849998,111.366386,3841600
2021-05-27,113.470001,114.089996,112.760002,113.510002,112.017715,7378400
2021-05-28,114.349998,114.349998,113.050003,113.879997,112.382851,4239800
2021-06-01,114.559998,114.620003,113.099998,113.339996,111.849945,4306900
2021-06-02,113.709999,113.709999,112.750000,113.000000,111.514420,5045000
2021-06-03,112.010002,112.239998,110.150002,111.120003,109.659142,5723900
2021-06-04,111.620003,112.070000,111.050003,111.989998,110.517693,4477500
2021-06-07,111.980003,112.279999,110.989998,111.330002,109.866379,4009000
2021-06-08,111.379997,111.989998,110.860001,111.519997,110.053879,4669800
2021-06-09,111.739998,112.190002,111.330002,111.389999,109.925583,3669400
2021-06-10,111.800003,112.430000,111.440002,112.209999,110.734810,3833200
2021-06-11,112.279999,112.830002,112.190002,112.559998,111.080208,3231200
2021-06-14,112.779999,113.230003,111.500000,112.449997,110.971649,4222400
2021-06-15,112.459999,112.500000,111.559998,111.889999,110.419014,3487300
2021-06-16,112.419998,112.570000,110.199997,111.360001,109.895981,4822000
2021-06-17,111.000000,111.949997,110.709999,111.389999,109.925583,4008500
2021-06-18,110.739998,110.750000,109.260002,109.699997,108.257805,7024400
2021-06-21,110.000000,111.370003,109.680000,110.970001,109.511108,5628500
2021-06-22,111.070000,112.260002,110.599998,111.849998,110.379532,3583500
2021-06-23,111.279999,111.970001,111.139999,111.559998,110.093346,3552100
2021-06-24,111.779999,112.910004,111.779999,111.989998,110.517693,3840000
2021-06-25,112.750000,113.220001,112.220001,113.040001,111.553902,12171200
2021-06-28,112.930000,113.050003,111.449997,112.239998,110.764420,4546600
2021-06-29,112.070000,112.690002,111.529999,112.269997,110.794014,3789500
2021-06-30,112.339996,112.589996,111.269997,111.809998,110.340065,6759100
2021-07-01,111.949997,113.489998,111.809998,113.410004,111.919029,4810600
2021-07-02,113.970001,115.300003,113.709999,114.970001,113.458519,4722000
2021-07-06,115.080002,115.849998,114.320000,115.730003,114.208534,5294700
2021-07-07,115.879997,117.769997,115.650002,117.139999,115.599991,5382300
2021-07-08,115.449997,116.760002,115.239998,115.989998,114.465111,4486100
2021-07-09,116.059998,117.739998,116.000000,117.470001,115.925659,3533600
2021-07-12,117.750000,118.779999,117.389999,118.459999,116.902634,5683400
2021-07-13,118.540001,119.989998,118.449997,119.550003,117.978317,5529300
2021-07-14,119.940002,120.830002,119.680000,119.800003,118.225021,5701800
2021-07-15,119.290001,119.580002,118.180000,118.970001,117.405937,6467500
